atm_id,date,opening_balance,closing_balance,total_withdrawals,replenishment_amount,replenishment_cost
ATM_AIRPORT_01,2025-11-13,13964.582,37852.609,9480.224,33368.251,32.681
ATM_AIRPORT_01,2025-11-14,37852.609,24357.237,13495.372,0.000,0.000
ATM_AIRPORT_01,2025-11-15,24357.237,11716.166,12641.071,0.000,0.000
ATM_AIRPORT_01,2025-11-16,11716.166,33472.563,9046.328,30802.725,34.057
ATM_AIRPORT_01,2025-11-17,33472.563,23996.718,9475.845,0.000,0.000
ATM_AIRPORT_01,2025-11-18,23996.718,14260.930,9735.788,0.000,0.000
ATM_AIRPORT_01,2025-11-19,14260.930,7436.358,6824.572,0.000,0.000
ATM_AIRPORT_01,2025-11-20,7436.358,25943.984,6741.501,25249.127,35.762
ATM_AIRPORT_01,2025-11-21,25943.984,14522.425,11421.559,0.000,0.000
ATM_AIRPORT_01,2025-11-22,14522.425,34865.070,11231.222,31573.867,20.280
ATM_AIRPORT_01,2025-11-23,34865.070,20886.231,13978.839,0.000,0.000
ATM_AIRPORT_01,2025-11-24,20886.231,11588.597,9297.634,0.000,0.000
ATM_AIRPORT_01,2025-11-25,11588.597,31266.703,8508.934,28187.040,32.536
ATM_AIRPORT_01,2025-11-26,31266.703,23746.076,7520.627,0.000,0.000
ATM_AIRPORT_01,2025-11-27,23746.076,15999.797,7746.279,0.000,0.000
ATM_AIRPORT_01,2025-11-28,15999.797,37532.587,10895.848,32428.638,33.317
ATM_AIRPORT_01,2025-11-29,37532.587,26361.446,11171.141,0.000,0.000
ATM_AIRPORT_01,2025-11-30,26361.446,15759.098,10602.348,0.000,0.000
ATM_AIRPORT_01,2025-12-01,15759.098,6675.139,9083.959,0.000,0.000
ATM_AIRPORT_01,2025-12-02,6675.139,21916.654,8761.477,24002.992,36.031
ATM_AIRPORT_01,2025-12-03,21916.654,13350.906,8565.748,0.000,0.000
ATM_AIRPORT_01,2025-12-04,13350.906,40330.959,7758.685,34738.738,31.972
ATM_AIRPORT_01,2025-12-05,40330.959,29373.257,10957.702,0.000,0.000
ATM_AIRPORT_01,2025-12-06,29373.257,18395.064,10978.193,0.000,0.000
ATM_AIRPORT_01,2025-12-07,18395.064,8572.640,9822.424,0.000,0.000
ATM_AIRPORT_01,2025-12-08,8572.640,26978.286,8890.607,27296.253,41.053
ATM_AIRPORT_01,2025-12-09,26978.286,19734.366,7243.920,0.000,0.000
ATM_AIRPORT_01,2025-12-10,19734.366,13318.557,6415.809,0.000,0.000
ATM_AIRPORT_01,2025-12-11,13318.557,36378.926,8411.999,31472.368,33.918
ATM_AIRPORT_01,2025-12-12,36378.926,22212.472,14166.454,0.000,0.000
ATM_AIRPORT_01,2025-12-13,22212.472,11957.367,10255.105,0.000,0.000
ATM_AIRPORT_01,2025-12-14,11957.367,31402.226,11361.466,30806.325,23.753
ATM_AIRPORT_01,2025-12-15,31402.226,24255.280,7146.946,0.000,0.000
ATM_AIRPORT_01,2025-12-16,24255.280,17655.914,6599.366,0.000,0.000
ATM_AIRPORT_01,2025-12-17,17655.914,10138.576,7517.338,0.000,0.000
ATM_AIRPORT_01,2025-12-18,10138.576,32564.284,10827.681,33253.389,29.287
ATM_AIRPORT_01,2025-12-19,32564.284,19773.660,12790.624,0.000,0.000
ATM_AIRPORT_01,2025-12-20,19773.660,10452.930,9320.730,0.000,0.000
ATM_AIRPORT_01,2025-12-21,10452.930,32306.794,10563.028,32416.892,27.200
ATM_AIRPORT_01,2025-12-22,32306.794,25742.453,6564.341,0.000,0.000
ATM_AIRPORT_01,2025-12-23,25742.453,18008.472,7733.981,0.000,0.000
ATM_AIRPORT_01,2025-12-24,18008.472,8864.589,9143.883,0.000,0.000
ATM_AIRPORT_01,2025-12-25,8864.589,33704.000,7068.448,31907.859,31.752
ATM_AIRPORT_01,2025-12-26,33704.000,23142.130,10561.870,0.000,0.000
ATM_AIRPORT_01,2025-12-27,23142.130,11050.735,12091.395,0.000,0.000
ATM_AIRPORT_01,2025-12-28,11050.735,37798.414,8183.205,34930.884,41.945
ATM_AIRPORT_01,2025-12-29,37798.414,30561.660,7236.754,0.000,0.000
ATM_AIRPORT_01,2025-12-30,30561.660,20526.061,10035.599,0.000,0.000
ATM_AIRPORT_01,2025-12-31,20526.061,12936.579,7589.482,0.000,0.000
ATM_AIRPORT_01,2026-01-01,12936.579,27563.850,10447.312,25074.583,29.395
ATM_AIRPORT_01,2026-01-02,27563.850,17282.432,10281.418,0.000,0.000
ATM_AIRPORT_01,2026-01-03,17282.432,29254.451,14828.028,26800.047,27.907
ATM_AIRPORT_01,2026-01-04,29254.451,19054.922,10199.529,0.000,0.000
ATM_AIRPORT_01,2026-01-05,19054.922,11107.342,7947.580,0.000,0.000
ATM_AIRPORT_01,2026-01-06,11107.342,37355.184,8531.234,34779.076,23.551
ATM_AIRPORT_01,2026-01-07,37355.184,27971.344,9383.840,0.000,0.000
ATM_AIRPORT_01,2026-01-08,27971.344,21756.333,6215.011,0.000,0.000
ATM_AIRPORT_01,2026-01-09,21756.333,8916.947,12839.386,0.000,0.000
ATM_AIRPORT_01,2026-01-10,8916.947,24434.105,13676.885,29194.043,34.018
ATM_AIRPORT_01,2026-01-11,24434.105,14115.245,10318.860,0.000,0.000
ATM_AIRPORT_01,2026-01-12,14115.245,31723.290,9156.461,26764.506,29.470
ATM_AIRPORT_01,2026-01-13,31723.290,23030.697,8692.593,0.000,0.000
ATM_AIRPORT_01,2026-01-14,23030.697,14122.622,8908.075,0.000,0.000
ATM_AIRPORT_01,2026-01-15,14122.622,30248.340,8260.125,24385.843,16.306
ATM_AIRPORT_01,2026-01-16,30248.340,18996.085,11252.255,0.000,0.000
ATM_AIRPORT_01,2026-01-17,18996.085,8620.069,10376.016,0.000,0.000
ATM_AIRPORT_01,2026-01-18,8620.069,29406.718,12427.153,33213.802,25.183
ATM_AIRPORT_01,2026-01-19,29406.718,18968.390,10438.328,0.000,0.000
ATM_AIRPORT_01,2026-01-20,18968.390,8137.531,10830.859,0.000,0.000
ATM_AIRPORT_01,2026-01-21,8137.531,31788.407,10295.902,33946.778,16.565
ATM_AIRPORT_01,2026-01-22,31788.407,22171.204,9617.203,0.000,0.000
ATM_AIRPORT_01,2026-01-23,22171.204,11151.254,11019.950,0.000,0.000
ATM_AIRPORT_01,2026-01-24,11151.254,23717.369,13827.943,26394.058,16.965
ATM_AIRPORT_01,2026-01-25,23717.369,13806.857,9910.512,0.000,0.000
ATM_AIRPORT_01,2026-01-26,13806.857,38524.665,8722.161,33439.969,44.841
ATM_AIRPORT_01,2026-01-27,38524.665,30037.330,8487.335,0.000,0.000
ATM_AIRPORT_01,2026-01-28,30037.330,21968.438,8068.892,0.000,0.000
ATM_AIRPORT_01,2026-01-29,21968.438,10770.389,11198.049,0.000,0.000
ATM_AIRPORT_01,2026-01-30,10770.389,31651.235,10602.590,31483.436,34.399
ATM_AIRPORT_01,2026-01-31,31651.235,22816.810,8834.425,0.000,0.000
ATM_SITRA_01,2025-08-01,15414.576,11283.232,4131.344,0.000,0.000
ATM_SITRA_01,2025-08-02,11283.232,8064.617,3218.615,0.000,0.000
ATM_SITRA_01,2025-08-03,8064.617,33133.934,3417.508,28486.825,43.559
ATM_SITRA_01,2025-08-04,33133.934,28132.928,5001.006,0.000,0.000
ATM_SITRA_01,2025-08-05,28132.928,21126.481,7006.447,0.000,0.000
ATM_SITRA_01,2025-08-06,21126.481,14300.044,6826.437,0.000,0.000
ATM_SITRA_01,2025-08-07,14300.044,7415.089,6884.955,0.000,0.000
ATM_SITRA_01,2025-08-08,7415.089,26732.567,3787.675,23105.153,21.837
ATM_SITRA_01,2025-08-09,26732.567,23498.894,3233.673,0.000,0.000
ATM_SITRA_01,2025-08-10,23498.894,18788.097,4710.797,0.000,0.000
ATM_SITRA_01,2025-08-11,18788.097,10905.488,7882.609,0.000,0.000
ATM_SITRA_01,2025-08-12,10905.488,33168.962,7368.477,29631.951,17.316
ATM_SITRA_01,2025-08-13,33168.962,25063.969,8104.993,0.000,0.000
ATM_SITRA_01,2025-08-14,25063.969,17928.647,7135.322,0.000,0.000
ATM_SITRA_01,2025-08-15,17928.647,13928.305,4000.342,0.000,0.000
ATM_SITRA_01,2025-08-16,13928.305,10554.881,3373.424,0.000,0.000
ATM_SITRA_01,2025-08-17,10554.881,7994.072,2560.809,0.000,0.000
ATM_SITRA_01,2025-08-18,7994.072,28902.637,7159.607,28068.172,31.238
ATM_SITRA_01,2025-08-19,28902.637,19766.455,9136.182,0.000,0.000
ATM_SITRA_01,2025-08-20,19766.455,12179.435,7587.020,0.000,0.000
ATM_SITRA_01,2025-08-21,12179.435,31848.510,7365.324,27034.399,43.005
ATM_SITRA_01,2025-08-22,31848.510,28301.916,3546.594,0.000,0.000
ATM_SITRA_01,2025-08-23,28301.916,25159.336,3142.580,0.000,0.000
ATM_SITRA_01,2025-08-24,25159.336,20763.387,4395.949,0.000,0.000
ATM_SITRA_01,2025-08-25,20763.387,14406.501,6356.886,0.000,0.000
ATM_SITRA_01,2025-08-26,14406.501,7717.424,6689.077,0.000,0.000
ATM_SITRA_01,2025-08-27,7717.424,28258.899,7086.180,27627.655,33.147
ATM_SITRA_01,2025-08-28,28258.899,20447.652,7811.247,0.000,0.000
ATM_SITRA_01,2025-08-29,20447.652,17492.086,2955.566,0.000,0.000
ATM_SITRA_01,2025-08-30,17492.086,13650.923,3841.163,0.000,0.000
ATM_SITRA_01,2025-08-31,13650.923,11041.109,2609.814,0.000,0.000
ATM_SITRA_01,2025-09-01,11041.109,28222.673,8941.417,26122.981,39.627
ATM_SITRA_01,2025-09-02,28222.673,21268.700,6953.973,0.000,0.000
ATM_SITRA_01,2025-09-03,21268.700,15081.157,6187.543,0.000,0.000
ATM_SITRA_01,2025-09-04,15081.157,9899.800,5181.357,0.000,0.000
ATM_SITRA_01,2025-09-05,9899.800,5681.150,4218.650,0.000,0.000
ATM_SITRA_01,2025-09-06,5681.150,22642.644,3107.985,20069.479,27.395
ATM_SITRA_01,2025-09-07,22642.644,18771.526,3871.118,0.000,0.000
ATM_SITRA_01,2025-09-08,18771.526,10610.357,8161.169,0.000,0.000
ATM_SITRA_01,2025-09-09,10610.357,24432.336,6839.560,20661.539,15.520
ATM_SITRA_01,2025-09-10,24432.336,18476.503,5955.833,0.000,0.000
ATM_SITRA_01,2025-09-11,18476.503,11613.390,6863.113,0.000,0.000
ATM_SITRA_01,2025-09-12,11613.390,7225.524,4387.866,0.000,0.000
ATM_SITRA_01,2025-09-13,7225.524,27660.006,3288.360,23722.842,20.847
ATM_SITRA_01,2025-09-14,27660.006,24698.701,2961.305,0.000,0.000
ATM_SITRA_01,2025-09-15,24698.701,18080.026,6618.675,0.000,0.000
ATM_SITRA_01,2025-09-16,18080.026,10531.410,7548.616,0.000,0.000
ATM_SITRA_01,2025-09-17,10531.410,25252.124,7767.675,22488.389,20.552
ATM_SITRA_01,2025-09-18,25252.124,16832.525,8419.599,0.000,0.000
ATM_SITRA_01,2025-09-19,16832.525,14344.358,2488.167,0.000,0.000
ATM_SITRA_01,2025-09-20,14344.358,11325.685,3018.673,0.000,0.000
ATM_SITRA_01,2025-09-21,11325.685,8136.537,3189.148,0.000,0.000
ATM_SITRA_01,2025-09-22,8136.537,30011.622,6099.260,27974.345,40.446
ATM_SITRA_01,2025-09-23,30011.622,23965.742,6045.880,0.000,0.000
ATM_SITRA_01,2025-09-24,23965.742,18785.040,5180.702,0.000,0.000
ATM_SITRA_01,2025-09-25,18785.040,11116.309,7668.731,0.000,0.000
ATM_SITRA_01,2025-09-26,11116.309,6472.745,4643.564,0.000,0.000
ATM_SITRA_01,2025-09-27,6472.745,22992.047,3897.451,20416.753,41.175
ATM_SITRA_01,2025-09-28,22992.047,19535.934,3456.113,0.000,0.000
ATM_SITRA_01,2025-09-29,19535.934,13763.691,5772.243,0.000,0.000
ATM_SITRA_01,2025-09-30,13763.691,8923.803,4839.888,0.000,0.000
ATM_SITRA_01,2025-10-01,8923.803,25632.496,6503.678,23212.371,30.944
ATM_SITRA_01,2025-10-02,25632.496,19825.271,5807.225,0.000,0.000
ATM_SITRA_01,2025-10-03,19825.271,16087.088,3738.183,0.000,0.000
ATM_SITRA_01,2025-10-04,16087.088,11845.696,4241.392,0.000,0.000
ATM_SITRA_01,2025-10-05,11845.696,7716.388,4129.308,0.000,0.000
ATM_SITRA_01,2025-10-06,7716.388,20047.450,8058.985,20390.047,38.492
ATM_SITRA_01,2025-10-07,20047.450,13904.766,6142.684,0.000,0.000
ATM_SITRA_01,2025-10-08,13904.766,6264.196,7640.570,0.000,0.000
ATM_SITRA_01,2025-10-09,6264.196,25373.599,5561.069,24670.472,38.950
ATM_SITRA_01,2025-10-10,25373.599,20969.818,4403.781,0.000,0.000
ATM_SITRA_01,2025-10-11,20969.818,17914.129,3055.689,0.000,0.000
ATM_SITRA_01,2025-10-12,17914.129,14004.933,3909.196,0.000,0.000
ATM_SITRA_01,2025-10-13,14004.933,6747.113,7257.820,0.000,0.000
ATM_SITRA_01,2025-10-14,6747.113,27155.483,7778.078,28186.448,29.496
ATM_SITRA_01,2025-10-15,27155.483,19563.199,7592.284,0.000,0.000
ATM_SITRA_01,2025-10-16,19563.199,12523.912,7039.287,0.000,0.000
ATM_SITRA_01,2025-10-17,12523.912,7989.921,4533.991,0.000,0.000
ATM_SITRA_01,2025-10-18,7989.921,33478.375,4227.473,29715.927,31.149
ATM_SITRA_01,2025-10-19,33478.375,29599.476,3878.899,0.000,0.000
ATM_SITRA_01,2025-10-20,29599.476,23860.044,5739.432,0.000,0.000
ATM_SITRA_01,2025-10-21,23860.044,16410.317,7449.727,0.000,0.000
ATM_SITRA_01,2025-10-22,16410.317,9893.840,6516.477,0.000,0.000
ATM_SITRA_01,2025-10-23,9893.840,22800.070,7306.819,20213.049,28.737
ATM_SITRA_01,2025-10-24,22800.070,19033.805,3766.265,0.000,0.000
ATM_SITRA_01,2025-10-25,19033.805,15765.462,3268.343,0.000,0.000
ATM_SITRA_01,2025-10-26,15765.462,11936.163,3829.299,0.000,0.000
ATM_SITRA_01,2025-10-27,11936.163,5594.008,6342.155,0.000,0.000
ATM_SITRA_01,2025-10-28,5594.008,19378.794,6583.189,20367.975,27.394
ATM_SITRA_01,2025-10-29,19378.794,10391.932,8986.862,0.000,0.000
ATM_SITRA_01,2025-10-30,10391.932,30487.596,8304.383,28400.047,23.846
ATM_SITRA_01,2025-10-31,30487.596,27252.788,3234.808,0.000,0.000
ATM_SITRA_01,2025-11-01,27252.788,23782.175,3470.613,0.000,0.000
ATM_SITRA_01,2025-11-02,23782.175,20536.983,3245.192,0.000,0.000
ATM_SITRA_01,2025-11-03,20536.983,15548.617,4988.366,0.000,0.000
ATM_SITRA_01,2025-11-04,15548.617,8143.421,7405.196,0.000,0.000
ATM_SITRA_01,2025-11-05,8143.421,30166.094,6413.439,28436.112,35.946
ATM_SITRA_01,2025-11-06,30166.094,21777.948,8388.146,0.000,0.000
ATM_SITRA_01,2025-11-07,21777.948,18621.236,3156.712,0.000,0.000
ATM_SITRA_01,2025-11-08,18621.236,14897.473,3723.763,0.000,0.000
ATM_SITRA_01,2025-11-09,14897.473,11548.489,3348.984,0.000,0.000
ATM_SITRA_01,2025-11-10,11548.489,5044.750,6503.739,0.000,0.000
ATM_SITRA_01,2025-11-11,5044.750,28607.107,5646.225,29208.582,21.146
ATM_SITRA_01,2025-11-12,28607.107,21997.782,6609.325,0.000,0.000
ATM_SITRA_01,2025-11-13,21997.782,16455.185,5542.597,0.000,0.000
ATM_SITRA_01,2025-11-14,16455.185,13294.150,3161.035,0.000,0.000
ATM_SITRA_01,2025-11-15,13294.150,9267.469,4026.681,0.000,0.000
ATM_SITRA_01,2025-11-16,9267.469,6492.525,2774.944,0.000,0.000
ATM_SITRA_01,2025-11-17,6492.525,22000.993,9039.080,24547.548,23.396
ATM_SITRA_01,2025-11-18,22000.993,14101.144,7899.849,0.000,0.000
ATM_SITRA_01,2025-11-19,14101.144,6337.095,7764.049,0.000,0.000
ATM_SITRA_01,2025-11-20,6337.095,22519.293,6415.986,22598.184,24.849
ATM_SITRA_01,2025-11-21,22519.293,19612.844,2906.449,0.000,0.000
ATM_SITRA_01,2025-11-22,19612.844,16314.094,3298.750,0.000,0.000
ATM_SITRA_01,2025-11-23,16314.094,12107.982,4206.112,0.000,0.000
ATM_SITRA_01,2025-11-24,12107.982,5756.541,6351.441,0.000,0.000
ATM_SITRA_01,2025-11-25,5756.541,28426.607,6110.605,28780.671,23.985
ATM_SITRA_01,2025-11-26,28426.607,23031.247,5395.360,0.000,0.000
ATM_SITRA_01,2025-11-27,23031.247,15517.272,7513.975,0.000,0.000
ATM_SITRA_01,2025-11-28,15517.272,12487.086,3030.186,0.000,0.000
ATM_SITRA_01,2025-11-29,12487.086,9185.631,3301.455,0.000,0.000
ATM_SITRA_01,2025-11-30,9185.631,5541.325,3644.306,0.000,0.000
ATM_SITRA_01,2025-12-01,5541.325,20679.997,6627.368,21766.040,20.217
ATM_SITRA_01,2025-12-02,20679.997,14381.163,6298.834,0.000,0.000
ATM_SITRA_01,2025-12-03,14381.163,9001.461,5379.702,0.000,0.000
ATM_SITRA_01,2025-12-04,9001.461,26401.695,7746.577,25146.811,33.055
ATM_SITRA_01,2025-12-05,26401.695,21704.473,4697.222,0.000,0.000
ATM_SITRA_01,2025-12-06,21704.473,18464.416,3240.057,0.000,0.000
ATM_SITRA_01,2025-12-07,18464.416,14977.581,3486.835,0.000,0.000
ATM_SITRA_01,2025-12-08,14977.581,9105.304,5872.277,0.000,0.000
ATM_SITRA_01,2025-12-09,9105.304,30378.454,7470.525,28743.675,19.451
ATM_SITRA_01,2025-12-10,30378.454,21578.104,8800.350,0.000,0.000
ATM_SITRA_01,2025-12-11,21578.104,14651.100,6927.004,0.000,0.000
ATM_SITRA_01,2025-12-12,14651.100,10214.906,4436.194,0.000,0.000
ATM_SITRA_01,2025-12-13,10214.906,7200.248,3014.658,0.000,0.000
ATM_SITRA_01,2025-12-14,7200.248,25424.064,2877.013,21100.829,40.243
ATM_SITRA_01,2025-12-15,25424.064,19709.044,5715.020,0.000,0.000
ATM_SITRA_01,2025-12-16,19709.044,14268.420,5440.624,0.000,0.000
ATM_SITRA_01,2025-12-17,14268.420,5293.091,8975.329,0.000,0.000
ATM_SITRA_01,2025-12-18,5293.091,24875.317,8124.600,27706.826,23.073
ATM_SITRA_01,2025-12-19,24875.317,20830.847,4044.470,0.000,0.000
ATM_SITRA_01,2025-12-20,20830.847,17363.206,3467.641,0.000,0.000
ATM_SITRA_01,2025-12-21,17363.206,14703.174,2660.032,0.000,0.000
ATM_SITRA_01,2025-12-22,14703.174,9358.256,5344.918,0.000,0.000
ATM_SITRA_01,2025-12-23,9358.256,23936.803,8124.352,22702.899,25.490
ATM_SITRA_01,2025-12-24,23936.803,18971.749,4965.054,0.000,0.000
ATM_SITRA_01,2025-12-25,18971.749,11417.093,7554.656,0.000,0.000
ATM_SITRA_01,2025-12-26,11417.093,8514.443,2902.650,0.000,0.000
ATM_SITRA_01,2025-12-27,8514.443,5012.836,3501.607,0.000,0.000
ATM_SITRA_01,2025-12-28,5012.836,25109.356,3234.157,23330.677,27.006
ATM_SITRA_01,2025-12-29,25109.356,19543.745,5565.611,0.000,0.000
ATM_SITRA_01,2025-12-30,19543.745,11311.358,8232.387,0.000,0.000
ATM_SITRA_01,2025-12-31,11311.358,24595.184,7642.287,20926.113,36.702
ATM_SITRA_01,2026-01-01,24595.184,16787.448,7807.736,0.000,0.000
ATM_SITRA_01,2026-01-02,16787.448,13835.274,2952.174,0.000,0.000
ATM_SITRA_01,2026-01-03,13835.274,10806.321,3028.953,0.000,0.000
ATM_SITRA_01,2026-01-04,10806.321,6721.658,4084.663,0.000,0.000
ATM_SITRA_01,2026-01-05,6721.658,23962.431,7730.803,24971.576,27.344
ATM_SITRA_01,2026-01-06,23962.431,16523.366,7439.065,0.000,0.000
ATM_SITRA_01,2026-01-07,16523.366,10015.513,6507.853,0.000,0.000
ATM_SITRA_01,2026-01-08,10015.513,25836.075,5574.716,21395.278,17.174
ATM_SITRA_01,2026-01-09,25836.075,23036.497,2799.578,0.000,0.000
ATM_SITRA_01,2026-01-10,23036.497,20572.801,2463.696,0.000,0.000
ATM_SITRA_01,2026-01-11,20572.801,17953.540,2619.261,0.000,0.000
ATM_SITRA_01,2026-01-12,17953.540,9436.404,8517.136,0.000,0.000
ATM_SITRA_01,2026-01-13,9436.404,27996.601,5906.026,24466.223,19.550
ATM_SITRA_01,2026-01-14,27996.601,22137.082,5859.519,0.000,0.000
ATM_SITRA_01,2026-01-15,22137.082,15026.910,7110.172,0.000,0.000
ATM_SITRA_01,2026-01-16,15026.910,10739.297,4287.613,0.000,0.000
ATM_SITRA_01,2026-01-17,10739.297,6747.915,3991.382,0.000,0.000
ATM_SITRA_01,2026-01-18,6747.915,26172.225,3474.922,22899.232,20.658
ATM_SITRA_01,2026-01-19,26172.225,19167.151,7005.074,0.000,0.000
ATM_SITRA_01,2026-01-20,19167.151,13523.208,5643.943,0.000,0.000
ATM_SITRA_01,2026-01-21,13523.208,6822.790,6700.418,0.000,0.000
ATM_SITRA_01,2026-01-22,6822.790,24994.194,7863.587,26034.991,44.777
ATM_SITRA_01,2026-01-23,24994.194,21669.455,3324.739,0.000,0.000
ATM_SITRA_01,2026-01-24,21669.455,18060.818,3608.637,0.000,0.000
ATM_SITRA_01,2026-01-25,18060.818,14572.413,3488.405,0.000,0.000
ATM_SITRA_01,2026-01-26,14572.413,7675.164,6897.249,0.000,0.000
ATM_SITRA_01,2026-01-27,7675.164,29305.722,6978.089,28608.647,20.984
ATM_SITRA_01,2026-01-28,29305.722,23492.993,5812.729,0.000,0.000
ATM_SITRA_01,2026-01-29,23492.993,15633.287,7859.706,0.000,0.000
ATM_SITRA_01,2026-01-30,15633.287,12683.256,2950.031,0.000,0.000
ATM_SITRA_01,2026-01-31,12683.256,8791.972,3891.284,0.000,0.000
ATM_JUFFAIR_01,2025-08-01,14156.830,8328.833,5827.997,0.000,0.000
ATM_JUFFAIR_01,2025-08-02,8328.833,4333.956,3994.877,0.000,0.000
ATM_JUFFAIR_01,2025-08-03,4333.956,16694.726,4372.116,16732.886,20.328
ATM_JUFFAIR_01,2025-08-04,16694.726,9466.742,7227.984,0.000,0.000
ATM_JUFFAIR_01,2025-08-05,9466.742,4663.444,4803.298,0.000,0.000
ATM_JUFFAIR_01,2025-08-06,4663.444,17029.607,4089.630,16455.793,20.645
ATM_JUFFAIR_01,2025-08-07,17029.607,11199.780,5829.827,0.000,0.000
ATM_JUFFAIR_01,2025-08-08,11199.780,6249.955,4949.825,0.000,0.000
ATM_JUFFAIR_01,2025-08-09,6249.955,18964.216,5072.077,17786.338,32.393
ATM_JUFFAIR_01,2025-08-10,18964.216,13072.072,5892.144,0.000,0.000
ATM_JUFFAIR_01,2025-08-11,13072.072,7999.992,5072.080,0.000,0.000
ATM_JUFFAIR_01,2025-08-12,7999.992,15085.930,5463.744,12549.682,29.082
ATM_JUFFAIR_01,2025-08-13,15085.930,10122.876,4963.054,0.000,0.000
ATM_JUFFAIR_01,2025-08-14,10122.876,5278.266,4844.610,0.000,0.000
ATM_JUFFAIR_01,2025-08-15,5278.266,17250.144,5059.706,17031.584,36.501
ATM_JUFFAIR_01,2025-08-16,17250.144,12923.092,4327.052,0.000,0.000
ATM_JUFFAIR_01,2025-08-17,12923.092,8142.986,4780.106,0.000,0.000
ATM_JUFFAIR_01,2025-08-18,8142.986,3533.227,4609.759,0.000,0.000
ATM_JUFFAIR_01,2025-08-19,3533.227,13246.975,5488.615,15202.363,15.576
ATM_JUFFAIR_01,2025-08-20,13246.975,8074.316,5172.659,0.000,0.000
ATM_JUFFAIR_01,2025-08-21,8074.316,3407.765,4666.551,0.000,0.000
ATM_JUFFAIR_01,2025-08-22,3407.765,10386.941,5164.784,12143.960,36.445
ATM_JUFFAIR_01,2025-08-23,10386.941,6676.298,3710.643,0.000,0.000
ATM_JUFFAIR_01,2025-08-24,6676.298,18973.889,5407.468,17705.059,35.209
ATM_JUFFAIR_01,2025-08-25,18973.889,14877.698,4096.191,0.000,0.000
ATM_JUFFAIR_01,2025-08-26,14877.698,8943.876,5933.822,0.000,0.000
ATM_JUFFAIR_01,2025-08-27,8943.876,19347.693,6618.115,17021.932,18.279
ATM_JUFFAIR_01,2025-08-28,19347.693,12850.391,6497.302,0.000,0.000
ATM_JUFFAIR_01,2025-08-29,12850.391,7310.237,5540.154,0.000,0.000
ATM_JUFFAIR_01,2025-08-30,7310.237,15284.594,5285.022,13259.379,41.740
ATM_JUFFAIR_01,2025-08-31,15284.594,9654.305,5630.289,0.000,0.000
ATM_JUFFAIR_01,2025-09-01,9654.305,3133.045,6521.260,0.000,0.000
ATM_JUFFAIR_01,2025-09-02,3133.045,14295.685,5377.414,16540.054,15.914
ATM_JUFFAIR_01,2025-09-03,14295.685,8046.544,6249.141,0.000,0.000
ATM_JUFFAIR_01,2025-09-04,8046.544,16724.591,6435.170,15113.217,19.918
ATM_JUFFAIR_01,2025-09-05,16724.591,10350.429,6374.162,0.000,0.000
ATM_JUFFAIR_01,2025-09-06,10350.429,5828.428,4522.001,0.000,0.000
ATM_JUFFAIR_01,2025-09-07,5828.428,15252.509,6044.992,15469.073,17.230
ATM_JUFFAIR_01,2025-09-08,15252.509,10536.795,4715.714,0.000,0.000
ATM_JUFFAIR_01,2025-09-09,10536.795,4539.533,5997.262,0.000,0.000
ATM_JUFFAIR_01,2025-09-10,4539.533,9717.090,7053.689,12231.246,44.175
ATM_JUFFAIR_01,2025-09-11,9717.090,4341.829,5375.261,0.000,0.000
ATM_JUFFAIR_01,2025-09-12,4341.829,12696.632,5109.957,13464.760,34.304
ATM_JUFFAIR_01,2025-09-13,12696.632,8227.403,4469.229,0.000,0.000
ATM_JUFFAIR_01,2025-09-14,8227.403,3399.609,4827.794,0.000,0.000
ATM_JUFFAIR_01,2025-09-15,3399.609,12265.547,6291.931,15157.869,43.148
ATM_JUFFAIR_01,2025-09-16,12265.547,6148.157,6117.390,0.000,0.000
ATM_JUFFAIR_01,2025-09-17,6148.157,16057.593,5450.318,15359.754,24.973
ATM_JUFFAIR_01,2025-09-18,16057.593,9155.756,6901.837,0.000,0.000
ATM_JUFFAIR_01,2025-09-19,9155.756,4579.985,4575.771,0.000,0.000
ATM_JUFFAIR_01,2025-09-20,4579.985,12599.706,4893.576,12913.297,20.562
ATM_JUFFAIR_01,2025-09-21,12599.706,8507.316,4092.390,0.000,0.000
ATM_JUFFAIR_01,2025-09-22,8507.316,3277.543,5229.773,0.000,0.000
ATM_JUFFAIR_01,2025-09-23,3277.543,12767.056,5817.637,15307.150,29.440
ATM_JUFFAIR_01,2025-09-24,12767.056,7433.961,5333.095,0.000,0.000
ATM_JUFFAIR_01,2025-09-25,7433.961,3064.494,4369.467,0.000,0.000
ATM_JUFFAIR_01,2025-09-26,3064.494,13255.734,5363.053,15554.293,19.857
ATM_JUFFAIR_01,2025-09-27,13255.734,8022.739,5232.995,0.000,0.000
ATM_JUFFAIR_01,2025-09-28,8022.739,3736.774,4285.965,0.000,0.000
ATM_JUFFAIR_01,2025-09-29,3736.774,10940.459,6255.164,13458.849,33.373
ATM_JUFFAIR_01,2025-09-30,10940.459,4001.932,6938.527,0.000,0.000
ATM_JUFFAIR_01,2025-10-01,4001.932,13040.403,4549.808,13588.279,35.274
ATM_JUFFAIR_01,2025-10-02,13040.403,7727.014,5313.389,0.000,0.000
ATM_JUFFAIR_01,2025-10-03,7727.014,15530.279,6006.932,13810.197,19.321
ATM_JUFFAIR_01,2025-10-04,15530.279,10155.656,5374.623,0.000,0.000
